Serie,Titre,Tome,ISBN,Genre,Scenariste,Dessinateur,Editeur,Date parution
X-Men Universe,Double jeu,3,,Comics,Collectif,Collectif,Panini Comics,2000-01-01
X-Men Universe,Secrets et mensonges,4,,Comics,Collectif,Collectif,Panini Comics,2000-02-01
X-Men Universe,Démons dans la nuit,5,,Comics,Collectif,Collectif,Panini Comics,2000-03-01
X-Men Universe,Les liens du sang,6,,Comics,Collectif,Collectif,Panini Comics,2000-04-01
X-Men Universe,Sur les pas des dieux,7,,Comics,Collectif,Collectif,Panini Comics,2000-05-01
X-Men Universe,L'heure de la sorcière,8,,Comics,"Mackie, Howard","Nord, Cary",Panini Comics,2000-06-02
X-Men Universe,Le règne de la reine,9,,Comics,"Mackie, Howard","Nord, Cary",Panini Comics,2000-07-01
X-Men Universe,"Rêves, cauchemards et propheties",10,,Comics,Collectif,Collectif,Panini Comics,2000-08-01
X-Men Universe,Désordres magnétiques,11,,Comics,Collectif,Collectif,Panini Comics,2000-09-01
X-Men Universe,A toi-même sois fidèle,12,,Comics,"Nicieza, Fabian","Broome, Matt",Panini Comics,2000-10-02
X-Men Universe,Il était une fois,13,,Comics,Collectif,Collectif,Panini Comics,2000-11-10
X-Men Universe,L'aube du crépuscule,14,,Comics,Collectif,Collectif,Panini Comics,2000-12-01
X-Men Universe,Apocalypse : les douze (chapitre 2),15,,Comics,"Kavanagh, Terry","Miller, Mike S.",Panini Comics,2001-01-02
X-Men Universe,Apocalypse: les douze (chapitre 5),16,,Comics,Collectif,Collectif,Panini Comics,2001-02-10
X-Men Universe,Le jour du jugement,17,,Comics,"Pruett, Joe","Booth, Brett",Panini Comics,2001-03-02
XTreme X-Men,Que la fête commence,1,,Comics,Collectif,Collectif,Panini Comics,2002-07-05
XTreme X-Men,Les pêchés du père,2,,Comics,Collectif,Collectif,Panini Comics,2002-08-02
XTreme X-Men,Le prix à payer,3,,Comics,Collectif,Collectif,Panini Comics,2002-09-05
XTreme X-Men,Le temps du rêve,4,,Comics,Collectif,Collectif,Panini Comics,2002-10-04
XTreme X-Men,Le vert du Nord,5,,Comics,Collectif,Collectif,Panini Comics,2002-11-08
XTreme X-Men,Paradis perdu,6,,Comics,Collectif,Collectif,Panini Comics,2002-12-06
Y le dernier homme,No man's Land,1,2848570504,Comics,"Vaughan, Brian K.","Guerra, Pia",Semic,2004-01-01
Y le dernier homme,Un petit coin de paradis,2,284857108X,Comics,"Vaughan, Brian K.","Guerra, Pia",Semic,2004-11-15
Y le dernier homme,Un petit pas,3,2845388535,Comics,"Vaughan, Brian K.","Guerra, Pia",Panini Comics,2006-12-07
Y le dernier homme,Stop / Encore,4,2845389558,Comics,"Vaughan, Brian K.","Guerra, Pia",Panini Comics,2007-04-12
Y le dernier homme,Alliance contre nature,5,2809400555,Comics,"Vaughan, Brian K.","Guerra, Pia",Panini Comics,2007-08-23
Y le dernier homme,Entre filles,6,2809402736,Comics,"Vaughan, Brian K.","Guerra, Pia",Panini Comics,2008-04-10
Y le dernier homme,Le scoop,7,2809404097,Comics,"Vaughan, Brian K.","Guerra, Pia",Panini Comics,2008-10-09
Y le dernier homme,Monnaie de singe,8,,Comics,"Vaughan, Brian K.","Guerra, Pia",Panini Comics,2009-04-08
Y le dernier homme,Terre mère,9,,Comics,"Vaughan, Brian K.","Guerra, Pia",Panini Comics,2009-10-13
Y le dernier homme,Trajets d'Y,10,,Comics,"Vaughan, Brian K.","Guerra, Pia",Panini Comics,2010-04-07
Yakari,Yakari et Nanabozo,4,2203303042,Aventure,Job,Derib,Casterman,1978-09-01
Yiu - Premières missions,L'armée des néo-déchets,1,2845656548,Science-Fiction,"Vee, Jean-Marc",Vax,Soleil Productions,2003-11-01
Z comme Don Diego,Coup de foudre à l'hacienda,1,,Parodie,Fabcaro,"Erre, Fabrice",Dargaud,2012-04-06
Zaï zaï zaï zaï,Zaï zaï zaï zaï,,,"Autobiographie, Autofiction",Fabcaro,Fabcaro,Six Pieds Sous Terre,2015-05-16
Zero Absolu,Programme Siberia,1,2845659903,Science-Fiction,"Marazano, Richard","Bec, Christophe",Soleil Productions,2006-03-01
Zero Absolu,A.S.O.R.3 psycho,2,2849464244,Science-Fiction,"Marazano, Richard","Bec, Christophe",Soleil Productions,2006-04-01
Zero Absolu,Incarnations,3,284946452X,Science-Fiction,"Marazano, Richard","Bec, Christophe",Soleil Productions,2006-05-01
Zombies (Soleil),De la brièveté de la vie,2,,Fantastique-Etrange,"Péru, Olivier",Cholet,Soleil Productions,2011-09-28
Zombies (Soleil),La mort et le mourant,0,,Fantastique-Etrange,"Péru, Olivier",Leonie,Soleil Productions,2012-01-18
Zombies (Soleil),La divine comédie,1,,Fantastique-Etrange,"Péru, Olivier",Cholet,Soleil Productions,2010-06-23
Zombies (Soleil),Précis de décomposition,3,,Fantastique-Etrange,"Péru, Olivier",Cholet,Soleil Productions,2013-11-27
Zombies (Soleil),Les moutons,4,,Fantastique-Etrange,"Péru, Olivier","Cholet, Sophian",Soleil Productions,2015-12-02
Zombies néchronologies,Les misérables,1,,Fantastique-Etrange,"Péru, Olivier","Petrimaux, Nicolas",Soleil Productions,2014-07-02
